screen_name	name	id	location	followers_count	friends_count	description
QIdeabelha	siri cracudo 🎲🧜🏽‍♀️	1239008400752730113	Esther 9:5 • ela/dela • ✡︎	98	499	a cachorra mais burra aqui desse calçadão
63Querencia	🕊️Querencia🕊️	1070588953105969152		1984	3276	Wan peace, uncolored days, were a poor favor; To lack great pain and love were to lack savor. ~ L. M. Montgomery GoFundMe for @legacyhopefound https://t.co/R38efhPn8f
toddyboz	A feather in the wind.	16650026		52	571	Blowing through life.
AustinCahill9	Austin Cahill	1388221077382332416		73	277	I am doing my best.
retnap	Mr.Retnap	370193604	Stevens Point, WI	307	753	Dad, Special Education Teacher, US Army Vet 132nd. I sometimes cry at weird parts in movies. Pardon my Language.
barb_aero	Barbara Bowen	4103747293	Winnipeg, Manitoba	292	703	Culture Music News Humour
the1e5tar	erin stearns	893541956143525889		4	176	
Amalaya	Liliana F-D (she/her)🇨🇦	22266843	Toronto, Ontario, Canada!🇨🇦	2363	2363	Citizen of the world, believer in social justice as a catalyst of change. Passionate about Fitness, Women's rights, BLM, LGBQT2S. ADHD/Health Wellness coach.
gmonkeyb	Greg Bessette	3305727661		73	1202	
Alana_nicoleh	Alana	1272508512816504835		217	2492	Lover of Music, Art & Books, Seeker of Truth, Justice & Peace, Continual Learner, Keen Observer, Psychology… I paint and draw a little 🖤
lumiekayyy	k	796825952831553538		14	607	i wish i was a mushroom
aileemai	空条徐倫	416472366		265	297	𖤐☽
downix	Nathaniel Downes	17926362		987	2046	
lele_pv_	Lélé 💫	1502410595005603840	La Louvière, Belgique	4	66	
lydiaemofficial	Lydia Em	1433951854203912193		13	2	✨20✨ I make money in my bed😈😈
HighRiverTims	High River TimHorton	1554613124		365	755	
KuroKag65693997	KuroKage	1348721431685832713		8	208	
ggulcayn	hayat...life işte🎄	1189098120363368449		2	318	
juanahumada72	Juan Ahumada	1604865528		34	99	
catdeakin	Catherine Deakin	322672692	E17 via Dorset	1606	2524	Deputy CEO @FaceEquality | Proud Trustee @RCNFoundation | @UKLabour Candidate for St James, Waltham Forest | Fellow @theRSAorg | Personal account, views own etc
manifestbethany	ManiBeth💌	1475560590735204361		18	157	pretty… pretty… pretty good
megansmith_11	megan	2857234393		244	469	she/her | aspiring elle woods | tweets are (sometimes) representative of my roommate macy
zmar1a	👩🏽‍🎓	1231686041813340160		82	366	
xtaylorxmanuelx	Taylor Manuel	1492232918114123779		2	3	
ryleannee	ry	1393357162596929539	Neptune/Mercury	211	329	creator, writer, wild womban, goddess, #astrology, #HumanDesign, spirituality, bad bitch antics 🦋💗💫👽💅🏾
whorimiya	sam	866924671	hell	350	338	I died in a McDonald's once
BobL07617725	Bob L	1184575753947619335		3	293	
millarryan55	Ryan Millar	738170304665550850	Nova Scotia, Canada	72	319	Suffers from chronic GAS (Guitar Acquisition Syndrome). Firm believer in the ukulele as the key to world peace.
PatsyW75	Anne Wilson 🦈	516633798	Stockport, England	164	413	LibDem, Man City fan and not very good cyclist.
agropio	Agropio	1285257176739700736	Buenos Aires, Argentina	217	443	Indie alt rock - Música por encargo Nuevo single synthwave instrumental "SEASIDE CHURROS" Co-hacedor de @laseccionpirulo
braveknght	steph	1262503893839347716		6	140	she/they. designer & developer 🌿 BLM. trans rights. always learning.
real_life_alita	$limShawty	2345538218		136	184	lazy skripper ‼️SEX WORKERS ONLY‼️
1BlkMercedesClb	Megan	109509214		4	47	
daniella_ross	king dan	236958517	London/Glasgow 	282	1037	i’m so unbothered
KaraDaisy50	Kara MaDaisy	825995900	New England, USA	216	2410	💙🇺🇦🌻coffee, chocolate, wine, hiking...mom to lotsa boys and a girly goldendoodle. #BidenHarris
Abdulabuyaro	Abdul Abu Yaro	372841003	Abuja	1020	1764	
SaremBerhanu	Sarem	2848184688	Long Beach, CA	179	476	👩🏾‍💻PR Lady | Founder @flowersbysb • tweet it into existence
nissanelle	Niss	3268683032	Queensland, Australia	11	423	Uncomfortably sarcastic uncomfortably fast. they/them
RuthVar05065165	EmployersCantSeeMeNow	1008431033086304256		16	168	Tastefully Obscene.
effiesboyzasf	em	1083256459138338817	she/her	19	73	reminder that you will never actually meet remus lupin because he is fictional and dea-
Sa37034907Erick	Erick Salvador	1502415339283431425		2	29	My Life crazy
CHRL_Trudy	Trudy	926778323035873280	London, Ontario	485	1229	Certified Human Resources Professional (CHRL) | Newfoundlander | Chocolate addict | Pittsburgh Penguins fan 🏒🐧 | Might be a bit sarcastic | Views are my own.
laraM2r13	Lara 🖤	146035337	Kent, UK	176	573	Some people say I look like me Dad.
voss_cj	CJ Voss	905834470506467333		9724	9975	Stay home. Wear a mask to protect others My tweets are my thoughts if you don't like them you can mute or block me.
GemGranger	Gemma Granger	1436795815		364	958	
BloodySabbathhh	Tina	603587062	Buenos Aires, Argentina	111	684	20 @BurguerQueenn
Candidk_	C	947493794		502	567	tu tauro de confianza
Questio71425982	Question Mark	1500614135305936898	windee citee	12	222	Lover of all things that breathe! Naive Straight(ish) Man; Don't take it personally... I just need to know! 🥧 ☕🍷🤘 Time to XXXPLORE!🔥😈
dinul__	diana ֍	973429313348554752	phx, az	341	538	armavirci+syunikci 🇦🇲 professional լեզվին տվող asu ‘25 #FreeArmenianPOWs #RallyTheValley
cassiehck	cass	1451133211665264640		10	39	mm wat
cdnmo22	cdnmo🇨🇦🇺🇦	15381303		35	384	
Fiona72528243	Fiona	1443578142828888077		1	108	
NinoKipiani37	Nino Kipiani	800290282893758464	London, England	13	180	Translator FR - EN
monalynns	Mo	1348311912770138113		2	318	Just here for the news and the laughs
BridgetsAWidget	BridgieDidge	1500774650699448323		14	126	Space, people and nature.
CGudelj	ChristineRN	997659265	Albuquerque, NM	7	245	#NurseTwitter | OCN Cert/ Wife| Mom | Oral Oncolytic Nurse | She/Her
_taylor_skye	❄️ Taylor Skye ❄️	388121708	Pennsylvania 	115	339	BLM. emo hobbit with an art degree I don’t use. (she/her)
CaelumMatthias	Matthias Caelum	1501383480932024320		0	37	New around here, where are all the birds exactly?? He/Him 18! DM's Open because why not? Anyone who feels like it can pop in and make me dumber or bigger.
violentbox	jorge	1066055807782006787	Florida, USA	1	50	eat fresh
jc_gonzo	𝕵𝕮𝕲	62176864	santa fe, nm	393	654	our love can destroy this whole fucking world
JohnLuiz1	John Luiz	342780508	seattle wa	14	526	
corfou1	corfou1	15712987		17	870	
MerThingz	MerThingz	1500872817893588994		11	157	30 She/Her/They Canadian Anti-NFT. Anti-Crypto. Comics & Art Lover. Writer. Retweets are not endorsements of behaviour. A discourse free zone. 🏳‍🌈🔞
Nat319Nat	Nat	1481697104452108288		2	55	Legend, Icon, Czar.
Oldmillennialz	Elder millennial 🇺🇦 ally	1271512638959153154		131	394	Our nation is morally bankrupt. What's there to learn from you when you don't value life and health of others?
beaudarnell14	beau	3237901240	in another dimension	1276	1153	
laurenmusa_	lauren	1252365942	edinburgh/brum	348	231	
iama_wal	Anna	412620570	Las Vegas, NV	19	30	Professional Hype Priestess. My first recordable yelp review "It's not terrible. It's corny. But cute"
minnialdaaaa	Min Nialda	1338000065432993792	Orani, Central Luzon	20	61	i'll be my own bestfriend. ✊🏽
ac_coruja	alfreda vacinada	733521582		28	77	Opá mas pronto.
debc17593354	Deb C	1269309786635599873	Michigan, USA	2363	2275	Independent. Thinker. #BLM #RESIST #MeidasMighty #Vaccinated 💉🏳️‍🌈 #NeverForgetJanuary6th Register to Vote then Vote 🇺🇸 🌊🌊 NO DM NO MAGA (she/her)
julybee16	jules	1333894139268771841	she/her	9	265	21
rainforests_	rainforests	1217325523631857665		11	835	just vibing / music / video / design
theorangejuiice	Melissa	4870463559		81	276	
SchnappE3	John E. Schnapp	1495432627184144389		0	316	Single, and fun to be with!
RobynS98	Robyn	1497433718872547333	Los Angeles, CA	0	11	I'll be my wildest dreams. There shouldn't be a way for me to lose. Definitely my unfiltered thoughts.
tamakui_	perishi	1002552851426676736	🏳️‍🌈	319	1089	he/him | @hedgehdgizdtt 🇸🇪💫 / art: @melonseed46 / https://t.co/9u8A3wnl3P
tabbyiskool	Tabby	1121995570216882179		7	98	
Jamjaz6	Jazmin Moreno	1096630975369568257	Chicago, IL	16	179	La vida es un carnaval 🌀
lisarya	Lisa Ryan	146562954	brooklyn, ny	3471	977	head of newsletters @businessinsider @thisisinsider
FunDysfunctionl	Michael 🇺🇦	33080857	Bay Area, CA	654	3728	Father, Husband, Musician, World Traveler. Gen-X. Tongue-tied and twisted, just an earthbound misfit, I. Cheesehead in CA. Go Pack Go! He/Him
atentadament	tt	474307353		256	484	raised by bats / any pronoun
Francisclive1	Francis clive	1061604635939614720		21	670	
eldussy	jess	1475071163604815876		9	57	hehe
Johnnix86221043	John nixon	915480573304385536	Florida, USA	600	1810	Switched to Democrat after Nixon and never looked back. No one is above the law. A society should be judged on how it treats its own people and other countries
bEMoDreamy	bemodreamy | Benjamin E. Morris	1211772891487846400	Ontario Canada 	42	1931	bird that knows what’s good. laziest YouTuber. Genderfluid/enby. Any/all pronouns.
RickNorthern	Rorey	1070596008466239489		0	53	
MiracLerics	Mack Thavisay	1501595064837066765		27	161	consciousness is life, eyes are physical, ears are spiritual... with all these tools you will succeed in your journey to find your purpose.
cherylannefour1	cheryl anne fournier	1425868251700023296		164	1028	amimal lover
synovialfluidd	gwyneth mae	1452491745212698629		11	254	they/them
eden91_eden	Eliott Eden 🏳️‍🌈	1500149846703067148	Saint Helens, England	61	491	Hey I'm Eliott 30 years old, looking for new friends and adventures ☺️☺️ let's connect see what happens 💙💟
stein_way1	DK Stein	1491995859139108864		1034	1510	🌊Democrat. Pro Choice. 🚫Racists or Bigots. 🚫GOP traitors USA 🇺🇸. Lover of history, politics. #IStandWithBiden #VOTEBLUE BOOMER!🌊🇺🇸 🚫DM #STOPPROPAGANDA
Swagbrad9	Bradley Witt	1264403473417863169	Clarksville, AR	12	261	
bett3davis	camryn	986861119963676672	your mums house	15	152	she/her
AlzMatysakova	Alžbeta🏳️‍🌈	2987942020		321	790	i’m funny sometimes - they/them - slovakian🇸🇰
sofiarrudaa	sofia arruda	2442881285		428	370	
Vanyazzahra	vanya 🤠	186803585	21 | she/her	597	1012	not an -ist of anything, but i still kinda want to be a scientist tho.
oldmanwolfshirt	chloe	1427200159067279369	she/her, 21	75	184	i cheered i shouted i fistbumped the air i cried i stood and cheered.
bjc1023	Braydon Cockley	4825803927		65	113	
abgalgirl	bee	1089380982870994945	pitzer college	42	203	she/her, rawr/XD
norahdaleyy	Norah Daley	3231748110	Marquette, MI	106	105	
saya_474479	Saya 💙🤍🧡	829197646187335681	Earth!	51	1949	🎵It's a great big universe/and we're all really puny/we're just tiny little specks/about the size of Mickey Rooney🎵
NJBCandles	NJBCandles	1446389228129116162	Skipton, England	240	4655	Selling The Best quality Candles Around Make sure you check out my eBay account the link in Bio/ Delivery England Only /on the skipton market Mondays Saturdays
A81Bracks	AgentArea_51🛸🛸	1014056568	Universal Energy 	44	323	Business owner⚖️. 👨🏻‍💻🎼🎧 - Animal Advocate-🦍🐅DALLAS FAN? 🤦🏻‍♂️-✌🏼EXECUTION IS KEY🥊 - OCEAN LOVER - WRITER 📓🖊
MaskedArtist88	Arte	1347078033732202496	Lurking on Twitter	43	202	🌸She/They🌸 I have a bad case of Arcane braincell rot
merelucass	mere	920326471708749824	East Lansing, MI	213	391	tired
highhopes408	Rosebud	1401131712	United States	60	1247	
noubikkoray	ノビッコ レイ	17676538	Bangus City	609	649	夢想家
CraigMadho	Craig Madho	3111645503	Toronto, Ontario	469	886	send memes. Research Analyst: @UHNOpenLab | Manager of Operations: @thelocalhealth
MarySto07703859	Mary Stout	896807428288897024		2	91	
The2022Guy1	The 2022 Guy	1479848916384428042		80	2870	Roleplay account WWE fan
lilhun_x	❣️NATALIE❣️	37204133	Chorley, England	651	1382	Apprentice jockey
xhollyrebeccax	hols🖤	465887478		113	140	
hannalisam	Hanna Lisa	265965061	Visby	3	182	
MGabelev	Mia Gabelev	1456677188477112322		0	7	
Lockdownmama3	Lockdownmama	1358231758815256576		1	62	
_Rogez_	ryno	2562729204	Purcell, OK	143	1599	20. ou.
egirlej	EJJJJ	1433970453639360513		68	342	believer in romanticism and just Printing More Money
Anayellae	Angie Thomas	1500885383726444546	Cairo, Egypt	28	193	Not really into Twitter. I’m just here because my family isn’t.
trinityxdavis	T♡	1700787666		206	114	country heart city roots
BrookeWormxD	middle child	428261053	here or there 	321	316	change the world :)
DelinskiMK	Michael Delinski	506689619		189	747	
coach_kurt	Coach Kurt V	2729541374	Guelph	1259	3918	30 plus year basketball coach. President GYBA. Property Management professional.
andrewseesplays	Andrew	1501653204119040004		32	209	hot off the press, strictly a mess, nevertheless…
TweetyAlt	Tweety	1258526884528259073	Ohio YEEE HAW	435	836	Certified Coochie Queen🎹💫🌹// RIP other acc @TweetyGilley
slayvifromloona	Onji 🐸	1396278191598161920	Au/nz ~ pacifika 	338	1052	I believe in female supremacy 🛐 all tongues that rise against girl groups shall fall🗡
jkitsamcstay	ains	567628722		84	112	“blue man is dead and college is over” -sofia
smolgremlingirl	gassy 🧚🏼	1134540482615357440		72	476	he/ she/ they | stressed | actor | venmo @isabellabarberena
0bsdn	la potra bailadora del oriente	178136834	Nicanahuac	337	362	#SOSNICARAGUA #FREEPALESTINE #VIVACUBALIBRE | FEMINISTA INTERSECCIONAL | LIBERTAD A LXS PRESXS POLÍTICXS ; NO PASARÁN | ella/elle/él
AlexandriaCava3	Alex Cavazos✨	2975415486		253	764	there’s no place like home^^❤️
222million	a n i s a	1159313045174116353	behind you	35	303	20 . just a fairy living in my own world xoxo
rochon_ginette	ginette rochon	1318712533918883841		21	146	A ma naissance j avais déja un chat.....et 67 ans plus tard j ai toujours un chat....pas le meme quand meme!!!
MonicaShalloe	mon	776533580	Preston, England	386	188	23 / Professional Dancer and Dance Teacher💃🏽
mkspalding	Mary Katherine	3259437403	Texas, USA	326	1120	Just trying to make sure I leave the world a little better than I found it | She/Her
kaiamrichardson	certified they/them	1111670806784823296		11	73	Native Hawaiian
JeanaEMann	Jeana E. Mann	28777769	MidWest	3580	3845	Outwardly happy and confident. Inwardly a mess. USA Today bestselling author. If you love dogs and sometimes run over your garbage can, we should be friends.
imavanna_	Savanna 🇺🇦	135278917		62	404	26 Spooky Nerd
sharronsmith0	butt	1241972902762819584		5	106	i’m just bored LMAO
Francesca87a	Francesca Iannone	2825817969		3	204	
revinnoble	Rev	717193383081586688	United States	6	101	
beth_est1977	Hullabaloo	1883736108	Saratoga Springs, NY	7	329	she/her
frances98231649	francesca	1169709152916189184		1	79	
Holly80745311	Holly	1361051203589799937	Ohio, USA	73	656	Collector of everything mushrooms, vinyl records, and kitchen gadgets, love to camp, hike, and go fishing, very passionate about cooking, canning and preserving
mintypurr	mimby	1308489520774606849	any pronouns ♡ 🏳️‍⚧️	173	989	21 | @tugmyiantern ♡ | regional manager of being cooler than the narcissist cookbook
topographykween	pancakes w agave	720079162329792512		208	257	mahalo
NancyImperiale	`Nancy Imperiale	1502218100162416642		0	132	more tired of your bs than ever
hichftuyuviiyt	.	908414574000590849		0	1146	
b_alpaca_	Perry l’ornitorico	1337057313845342212	Italy	11	169	she/her
mngopherbroke	kris fitch🌻🌻🌻	80670213		1331	2112	
kmoldovan10	Kristen Moldovan	476220840		295	991	bentley ‘20
lady_britts	Brittany Huish-Jones	96782247	Bexley, London	34	298	
josibrianm	J Sibrian	744979521816899585	Montréal, Québec	10	516	
sn0rto	hana🌻	1292644274173952000	she/her | 24 | PNW	83	376	hello and welcome to my swamp
Cincus	Carlos	120460831	United States	3270	3312	There is a subtle difference between holding a hand and chaining a soul. Be kind to others. #nature #SlavaUkraine🇺🇦
MaiaMone00	♡	3074215932	Heaven	71	265	
RainbowLove1986	Max	1498404331145424897		293	628	He/Him/Mermaid. Hawaii. 🏳️‍🌈💅🏼. Nurse. I stand with Ukraine. Trump is a loser.
MaeveTeresaOG	Maeve O'Grady	1501971630167367685		2	188	
MurphyChambers3	Murphy Chambers	1452347131184902146		5	73	I really like harry styles and anything one direction. tpwk I love u 💘
chokedonald	am🦇🇺🇦	1313866463200116737	414 • she/they	209	614	22 •🌿•🌹• mwhc • 1312 • Mississippi Choctaw🪶 • six time stanley cup champion chicago blackhawks fan • @onlineguy420♡
JanPaquete	Jan #RamRanchResistance #IStandWithTrudeau #NOLIST	1573892845	Toronto, ON	1334	2446	HH Co-Founder @SamHeughan 7/15/13 @McBrideMelissa, @gilliardl_jr @JP_Cantillo @bmeegwun @neilnapier @btmahoney @seanflanery #HGG Member
cmcleod9	Catherine McLeod	632364085	Toronto, Ontario	15	64	“Love is at the root of everything, all learning, all relationships, love or the lack of it.” -Mr. Rogers
BillardJillian	jillbo	1265815849216151557		8	231	
britslamb	brit	957330023710580736	California	45	245	my favorite dish is a mug
unbearablybufff	🦕	1260287051825590279	Iowa City, IA	34	272	Trajan
rosie_craig	Rosie Craig	445025905	Sheffield, England	147	200	
eilishlmj	rafa⚢︎	1097243990687186944	06.06.18 - 14.10.18 - 05.07.19	325	677	ela/dela
theGeorgeMorgan	George Morgan	1273922315009642496	London, England	427	1033	safer, equitable, friendlier streets, the city, cycling, public transport
TravisTbooth	Travis Booth	760622126298562562		26	254	I’m not one of those complicated mixed up cats. I’m not looking for the secret to life... I gust go on from day to day tackling what comes. Frank Sinatra
